Conference,Subfield,Paper
KDD22,Life and medical sciences,RetroGraph: Retrosynthetic Planning with Graph Search
KDD22,Operations research,Solving the Batch Stochastic Bin Packing Problem in Cloud: A Chance-constrained Optimization Approach
KDD22,Life and medical sciences,Deconfounding Actor-Critic Network with Policy Adaptation for Dynamic Treatment Regimes
KDD22,Life and medical sciences,M3Care: Learning with Missing Modalities in Multimodal Healthcare Data
KDD22,"Law, social and behavioral sciences",Physics-infused Machine Learning for Crowd Simulation
KDD22,"Arts and humanities/Law, social and behavioral sciences",MetroGAN: Simulating Urban Morphology with Generative Adversarial Network
KDD22,"Law, social and behavioral sciences",Adaptive Fairness-Aware Online Meta-Learning for Changing Environments
KDD22,Life and medical sciences,Unified 2D and 3D Pre-Training of Molecular Representations
KDD22,Life and medical sciences,BrainNet: Epileptic Wave Detection from SEEG with Hierarchical Graph Diffusion Learning
KDD22,Electronic commerce,Graph-based Multilingual Language Model: Leveraging Product Relations for Search Relevance
KDD22,"Law, social and behavioral sciences",Ask to Know More: Generating Counterfactual Explanations for Fake Claims
KDD22,Electronic commerce,Amazon Shop the Look: A Visual Search System for Fashion and Home
KDD22,Electronic commerce,Automatic Generation of Product-Image Sequence in E-commerce
KDD22,Life and medical sciences,DP-GAT: A Framework for Image-based Disease Progression Prediction
KDD22,Operations research,Graph Meta-Reinforcement Learning for Transferable Autonomous Mobility-on-Demand
KDD22,Electronic commerce,Automatic Controllable Product Copywriting for E-Commerce
KDD22,Operations research,Real-Time Rideshare Driver Supply Values Using Online Reinforcement Learning
KDD22,Operations research,Greykite: Deploying Flexible Forecasting at Scale at LinkedIn
KDD22,Life and medical sciences,A Fully Differentiable Set Autoencoder
KDD22,Computers in other domains,Precision CityShield Against Hazardous Chemicals Threats via Location Mining and Self-Supervised Learning
KDD22,Life and medical sciences,T-Cell Receptor-Peptide Interaction Prediction with Physical Model Augmented Pseudo-Labeling
KDD22,Electronic commerce,Arbitrary Distribution Modeling with Censorship in Real-Time Bidding Advertising
KDD22,Life and medical sciences,HiPAL: A Deep Framework for Physician Burnout Prediction Using Activity Logs in Electronic Health Records
KDD22,Electronic commerce/Operations research,Promotheus: An End-to-End Machine Learning Framework for Optimizing Markdown in Online Fashion E-commerce
KDD22,Life and medical sciences,Retrieval-Based Gradient Boosting Decision Trees for Disease Risk Assessment
KDD22,Electronic commerce,BE3R: BERT based Early-Exit Using Expert Routing
KDD22,Electronic commerce/Operations research,Pricing the Long Tail by Explainable Product Aggregation and Monotonic Bandits
KDD22,Life and medical sciences,Counterfactual Phenotyping with Censored Time-to-Events
KDD22,Physical sciences and engineering,Downscaling Earth System Models with Deep Learning
KDD22,Document management and text processing,DocLayNet: A Large Human-Annotated Dataset for Document-Layout Segmentation
KDD22,Life and medical sciences,Generative Adversarial Networks Enhanced Pre-training for Insufficient Electronic Health Records Modeling
KDD22,Operations research,Reinforcement Learning in the Wild: Scalable RL Dispatching Algorithm Deployed in Ridehailing Marketplace
KDD22,Physical sciences and engineering,Septor: Seismic Depth Estimation Using Hierarchical Neural Networks
KDD22,Electronic commerce/Operations research,Optimizing Long-Term Efficiency and Fairness in Ride-Hailing via Joint Order Dispatching and Driver Repositioning
KDD22,Life and medical sciences,4SDrug: Symptom-based Set-to-set Small and Safe Drug Recommendation
KDD22,Operations research,RT-VeD: Real-Time VoI Detection on Edge Nodes with an Adaptive Model Selection Framework
KDD22,Operations research,Fed-LTD: Towards Cross-Platform Ride Hailing via Federated Learning to Dispatch
KDD22,Operations research,Graph2Route: A Dynamic Spatial-Temporal Graph Neural Network for Pick-up and Delivery Route Prediction
KDD22,Life and medical sciences,Graph Neural Networks for Multimodal Single-Cell Data Integration
KDD22,Physical sciences and engineering,Learning Large-scale Subsurface Simulations with a Hybrid Graph Network Simulator
KDD22,"Law, social and behavioral sciences",Multiwave COVID-19 Prediction from Social Awareness Using Web Search and Mobility Data
KDD22,Electronic commerce,CausalMTA: Eliminating the User Confounding Bias for Causal Multi-touch Attribution
KDD22,Education,A Stochastic Shortest Path Algorithm for Optimizing Spaced Repetition Scheduling
KDD22,Life and medical sciences,Predicting Age-Related Macular Degeneration Progression with Contrastive Attention and Time-Aware LSTM
KDD22,Enterprise computing,Multi-task Envisioning Transformer-based Autoencoder for Corporate Credit Rating Migration Early Prediction
KDD22,Electronic commerce,Adaptive Multi-view Rule Discovery for Weakly-Supervised Compatible Products Prediction
KDD22,Life and medical sciences,Medical Symptom Detection in Intelligent Pre-Consultation Using Bi-directional Hard-Negative Noise Contrastive Estimation
KDD22,Operations research,RBG: Hierarchically Solving Large-Scale Routing Problems in Logistic Systems via Reinforcement Learning
KDD22,Life and medical sciences,Effective Social Network-Based Allocation of COVID-19 Vaccines
KDD22,Life and medical sciences,Reinforcement Learning Enhances the Experts: Large-scale COVID-19 Vaccine Allocation with Multi-factor Contact Network
KDD22,Life and medical sciences,Scalable Online Disease Diagnosis via Multi-Model-Fused Actor-Critic Reinforcement Learning
KDD22,Life and medical sciences,User Engagement in Mobile Health Applications
KDD22,Life and medical sciences,Automatic Phenotyping by a Seed-guided Topic Model
KDD22,Life and medical sciences,MolSearch: Search-based Multi-objective Molecular Generation and Property Optimization
KDD22,Life and medical sciences,Dynamic Network Anomaly Modeling of Cell-Phone Call Detail Records for Infectious Disease Surveillance
KDD22,Life and medical sciences,Data-Efficient Brain Connectome Analysis via Multi-Task Meta-Learning
KDD22,Life and medical sciences,Medical Dialogue Response Generation with Pivotal Information Recalling
